"Book Id","Title","Author","Author l-f","Additional Authors","ISBN","ISBN13","My Rating","Average Rating","Publisher","Binding","Number of Pages","Year Published","Original Publication Year","Date Read","Date Added","Bookshelves","Bookshelves with positions","Exclusive Shelf","My Review","Spoiler","Private Notes","Read Count","Owned Copies"
"23719361","One Child: The Story of China's Most Radical Experiment","Mei Fong","Fong, Mei","","=""054427539X""","=""9780544275393""","0","3.94","Mariner Books","Hardcover","272","2016","2016","","2022/12/18","to-read","to-read (#205)","to-read","","","","0","0"
"2880708","The Corpse Walker: Real Life Stories, China from the Bottom Up","Liao Yiwu","Yiwu, Liao","Wenguang Huang, Philip Gourevitch","=""037542542X""","=""9780375425424""","0","4.2","Pantheon","Hardcover","336","2008","2003","","2022/12/18","to-read","to-read (#204)","to-read","","","","0","0"
"18490568","Age of Ambition: Chasing Fortune, Truth, and Faith in the New China","Evan Osnos","Osnos, Evan","","=""0374280746""","=""9780374280741""","0","4.25","Farrar, Straus and Giroux","Hardcover","403","2014","2014","","2022/12/18","to-read","to-read (#203)","to-read","","","","0","0"
"5933841","Inherent Vice","Thomas Pynchon","Pynchon, Thomas","","=""1594202249""","=""9781594202247""","0","3.76","Penguin Press","Hardcover","369","2009","2009","","2022/12/18","to-read","to-read (#202)","to-read","","","","0","0"
"102906","Vamps & Tramps: New Essays","Camille Paglia","Paglia, Camille","","=""0679751203""","=""9780679751205""","0","3.7","Vintage","Paperback","532","1994","1994","","2022/12/18","to-read","to-read (#201)","to-read","","","","0","0"
"160374","The Death of Ivan Ilyich","Leo Tolstoy","Tolstoy, Leo","Lynn Solotaroff, Ronald Blythe","=""0553210351""","=""9780553210354""","0","4.12","Bantam Classic","Paperback","113","2004","1886","","2022/12/18","to-read","to-read (#200)","to-read","","","","0","0"
"15823480","Anna Karenina","Leo Tolstoy","Tolstoy, Leo","Aylmer Maude, Louise Maude, Dieter Wellershoff, Bruno Goetz, Lev Tolstoj, Léon Tolstoï","=""""","=""""","0","4.08","Vintage","Paperback","964","2012","1878","","2022/12/18","to-read","to-read (#199)","to-read","","","","0","0"
"7805","Pale Fire","Vladimir Nabokov","Nabokov, Vladimir","","=""""","=""""","0","4.16","Penguin Books Ltd","Paperback","246","2000","1962","","2022/12/18","to-read","to-read (#198)","to-read","","","","0","0"
"7604","Lolita","Vladimir Nabokov","Nabokov, Vladimir","Craig Raine","=""""","=""""","0","3.88","Penguin","Paperback","331","1995","1955","","2022/12/18","to-read","to-read (#197)","to-read","","","","0","0"
"4934","The Brothers Karamazov","Fyodor Dostoevsky","Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Borut Kraševec, Ива Николова","=""""","=""""","0","4.35","Farrar, Straus and Giroux","Paperback","796","2002","1879","","2022/12/18","to-read","to-read (#196)","to-read","","","","0","0"
"94754","Beyond Civilization: Humanity's Next Great Adventure","Daniel Quinn","Quinn, Daniel","","=""0609805363""","=""9780609805367""","0","3.89","Broadway Books","Paperback","208","2000","1999","","2022/12/18","to-read","to-read (#195)","to-read","","","","0","0"
"225468","Industrial Society and Its Future","Theodore J. Kaczynski","Kaczynski, Theodore J.","","=""""","=""""","0","3.88","","Paperback","149","1995","1995","","2022/12/18","to-read","to-read (#194)","to-read","","","","0","0"
"54103235","Another End of the World Is Possible: Living the Collapse (and Not Merely Surviving It)","Pablo Servigne","Servigne, Pablo","Raphaël Stevens, Gauthier Chapelle, Geoffrey Samuel","=""1509544666""","=""9781509544660""","0","3.69","Polity Press","Paperback","250","2021","","","2022/12/18","to-read","to-read (#193)","to-read","","","","0","0"
"22613","Simulacra and Simulation","Jean Baudrillard","Baudrillard, Jean","Sheila Faria Glaser","=""0472065211""","=""9780472065219""","0","3.99","University of Michigan Press","Paperback","164","1994","1981","","2022/12/18","to-read","to-read (#192)","to-read","","","","0","0"
"278430","Myra Breckenridge/Myron","Gore Vidal","Vidal, Gore","","=""0394754441""","=""9780394754444""","0","3.7","Vintage Books USA","Paperback","417","1987","1968","","2022/12/18","to-read","to-read (#191)","to-read","","","","0","0"
"56083","In Dubious Battle","John Steinbeck","Steinbeck, John","Warren G. French","=""0143039636""","=""9780143039631""","0","3.91","Penguin Classics","Paperback","304","2006","1936","","2022/12/18","to-read","to-read (#190)","to-read","","","","0","0"
"23168277","The Sympathizer","Viet Thanh Nguyen","Nguyen, Viet Thanh","","=""0802123457""","=""9780802123459""","0","4","Grove Press","Hardcover","371","2015","2015","","2022/12/18","to-read","to-read (#189)","to-read","","","","0","0"
"9443405","The Pale King","David Foster Wallace","Wallace, David Foster","","=""0316074233""","=""9780316074230""","0","3.97","Little, Brown & Company","Hardcover","548","2011","2011","","2022/12/18","to-read","to-read (#188)","to-read","","","","0","0"
"22237161","The Sellout","Paul Beatty","Beatty, Paul","","=""0374260508""","=""9780374260507""","0","3.76","Farrar, Straus and Giroux","Hardcover","289","2015","2015","","2022/12/18","to-read","to-read (#187)","to-read","","","","0","0"
"26145543","My Struggle: Book 1","Karl Ove Knausgård","Knausgård, Karl Ove","Don Bartlett, Karl Ove Knausgaard","=""0374534144""","=""9780374534141""","0","4.09","Farrar, Straus and Giroux","Paperback","442","2013","2009","","2022/12/18","to-read","to-read (#186)","to-read","","","","0","0"
"10099407","The Map and the Territory","Michel Houellebecq","Houellebecq, Michel","","=""0434021407""","=""9780434021406""","0","3.95","William Heinemann","Hardcover","291","2011","2010","","2022/12/18","to-read","to-read (#185)","to-read","","","","0","0"
"58314","The Elementary Particles","Michel Houellebecq","Houellebecq, Michel","Frank Wynne","=""0375727019""","=""9780375727016""","0","3.8","Vintage","Paperback","272","2001","1998","","2022/12/18","to-read","to-read (#184)","to-read","","","","0","0"
"38315","Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets","Nassim Nicholas Taleb","Taleb, Nassim Nicholas","","=""0812975219""","=""9780812975215""","4","4.08","Random House Trade Paperbacks","Paperback","368","2005","2001","2022/12/14","2022/11/26","","","read","","","","1","0"
"59575939","An Immense World","Ed Yong","Yong, Ed","","=""0593133234""","=""9780593133231""","0","4.52","Random House","Hardcover","464","2022","2022","","2022/12/04","to-read","to-read (#183)","to-read","","","","0","0"
"58210933","Trust","Hernan Diaz","Diaz, Hernan","","=""0593420314""","=""9780593420317""","0","3.87","Riverhead Books","Hardcover","416","2022","2022","","2022/12/04","to-read","to-read (#182)","to-read","","","","0","0"
"68210","Gilead (Gilead, #1)","Marilynne Robinson","Robinson, Marilynne","","=""031242440X""","=""9780312424404""","0","3.85","Picador USA","Paperback","247","2006","2004","","2022/12/04","to-read","to-read (#181)","to-read","","","","0","0"
"166997","Stoner","John  Williams","Williams, John","John McGahern","=""1590171993""","=""9781590171998""","0","4.32","New York Review Books","Paperback","288","2006","1965","","2022/12/04","to-read","to-read (#180)","to-read","","","","0","0"
"6619","Teach Your Child to Read in 100 Easy Lessons: Revised and Updated Second Edition","Siegfried Engelmann","Engelmann, Siegfried","Phyllis Haddox, Elaine Bruner","=""0671631985""","=""9780671631987""","0","4.21","Avid Reader Press / Simon  Schuster","Paperback","416","1986","1983","","2022/12/02","to-read","to-read (#179)","to-read","","","","0","0"
"50403472","Blockchain Chicken Farm: And Other Stories of Tech in China's Countryside","Xiaowei Wang","Wang, Xiaowei","","=""0374538662""","=""9780374538668""","0","4.02","Farrar, Straus and Giroux","Paperback","256","2020","2020","","2022/12/01","to-read","to-read (#178)","to-read","","","","0","0"
"22245334","The Utopia of Rules: On Technology, Stupidity, and the Secret Joys of Bureaucracy","David Graeber","Graeber, David","","=""1612193749""","=""9781612193748""","0","4","Melville House","Hardcover","261","2015","2013","","2022/12/01","to-read","to-read (#177)","to-read","","","","0","0"
"113576","The Smartest Guys in the Room: The Amazing Rise and Scandalous Fall of Enron","Bethany McLean","McLean, Bethany","Peter Elkind","=""1591840538""","=""9781591840534""","0","4.2","Portfolio Trade","Paperback","480","2004","2003","","2022/11/30","to-read","to-read (#176)","to-read","","","","0","0"
"54140556","Working in Public: The Making and Maintenance of Open Source Software","Nadia Eghbal","Eghbal, Nadia","","=""0578675862""","=""9780578675862""","3","3.99","Stripe Press","Hardcover","252","2020","2020","","2021/11/01","","","read","","","","1","0"
"2784","Ways of Seeing","John Berger","Berger, John","","=""0140135154""","=""9780140135152""","4","3.91","Penguin","Paperback","176","1990","1972","2022/08/23","2022/08/23","","","read","","","","1","0"
"36064445","Skin in the Game: The Hidden Asymmetries in Daily Life","Nassim Nicholas Taleb","Taleb, Nassim Nicholas","","=""0241300657""","=""9780241300657""","0","3.89","Allen Lane","Paperback","272","2018","2018","","2022/11/26","to-read","to-read (#175)","to-read","","","","0","0"
"33290408","God Bless You, Mr. Rosewater","Kurt Vonnegut Jr.","Jr., Kurt Vonnegut","","=""""","=""""","5","3.95","RosettaBooks","Kindle Edition","290","2011","1965","2022/11/26","2022/11/26","","","read","","","","1","0"
"223380","Stories of Your Life and Others","Ted Chiang","Chiang, Ted","","=""0330426648""","=""9780330426640""","4","4.25","Small Beer Press","ebook","281","2010","2002","2022/11/22","2021/12/27","","","read","","","","1","0"
"9283648","Slouching Towards Utopia: An Economic History of the Twentieth Century","J. Bradford DeLong","DeLong, J. Bradford","","=""0465019595""","=""9780465019595""","0","4.06","Basic Books","Hardcover","624","2022","","","2022/11/21","to-read","to-read (#174)","to-read","","","","0","0"
"1847774","How the World Was One","Arthur C. Clarke","Clarke, Arthur C.","","=""0553074407""","=""9780553074406""","0","4.04","Bantam","Hardcover","296","1992","1992","","2022/11/19","to-read","to-read (#173)","to-read","","","","0","0"
"25668539","The Software Paradox","Stephen O’Grady","O’Grady, Stephen","","=""""","=""9781491900932""","0","3.89","O'Reilly","ebook","62","2015","2015","","2022/11/16","to-read","to-read (#172)","to-read","","","","0","0"
"10669","When Genius Failed: The Rise and Fall of Long-Term Capital Management","Roger Lowenstein","Lowenstein, Roger","","=""0375758259""","=""9780375758256""","0","4.2","Random House Trade Paperbacks","Paperback","264","2001","2000","","2022/11/15","to-read","to-read (#171)","to-read","","","","0","0"
"50403486","Subprime Attention Crisis: Advertising and the Time Bomb at the Heart of the Internet","Tim Hwang","Hwang, Tim","","=""0374538654""","=""9780374538651""","0","3.63","Fsg Originals","Paperback","176","2020","","","2022/11/14","to-read","to-read (#170)","to-read","","","","0","0"
"12884314","China in Ten Words","Yu Hua","Hua, Yu","Allan H. Barr","=""0307379353""","=""9780307379351""","5","4.03","Pantheon","Hardcover","240","2011","2011","2022/11/12","2021/08/01","","","read","","","","1","0"
"44647144","Database Internals: A deep-dive into how distributed data systems work","Alex Petrov","Petrov, Alex","","=""1492040347""","=""9781492040347""","0","4.28","O'Reilly Media","Paperback","376","2019","","","2022/11/12","to-read","to-read (#169)","to-read","","","","0","0"
"10799","A Farewell to Arms","Ernest Hemingway","Hemingway, Ernest","","=""0099910101""","=""9780099910107""","0","3.81","Arrow Books","Paperback","293","2004","1929","","2022/11/11","to-read","to-read (#168)","to-read","","","","0","0"
"29435","Nixon Agonistes: The Crisis of the Self-Made Man","Garry Wills","Wills, Garry","","=""0618134328""","=""9780618134328""","0","4.12","Mariner Books","Paperback","640","2002","1969","","2022/11/06","to-read","to-read (#167)","to-read","","","","0","0"
"55298346","Public Citizens: The Attack on Big Government and the Remaking of American Liberalism","Paul Sabin","Sabin, Paul","","=""0393634043""","=""9780393634044""","0","3.81","W. W. Norton  Company","Hardcover","272","2021","","","2022/10/31","to-read","to-read (#166)","to-read","","","","0","0"
"116170","The Works: Anatomy of a City","Kate Ascher","Ascher, Kate","","=""1594200718""","=""9781594200717""","0","4.1","Penguin Press HC, The","Hardcover","240","2005","2005","","2022/10/29","to-read","to-read (#165)","to-read","","","","0","0"
"31920820","Priestdaddy","Patricia Lockwood","Lockwood, Patricia","","=""1594633738""","=""9781594633737""","4","3.84","Riverhead Books","Hardcover","336","2017","2017","2022/10/28","2022/10/28","","","read","Not 5 because of what this review points out: https://www.nytimes.com/2017/05/03/books/review-priestdaddy-patricia-lockwood.html. ","","","1","0"
"25602451","Losing the Signal: The Untold Story Behind the Extraordinary Rise and Spectacular Fall of BlackBerry","Jacquie McNish","McNish, Jacquie","Sean Silcoff","=""""","=""""","0","3.97","Flatiron Books","Kindle Edition","288","2015","2015","","2022/10/15","to-read","to-read (#164)","to-read","","","","0","0"
"38816","Cyberville: Clicks, Culture, and the Creation of an Online Town","Stacy Horn","Horn, Stacy","","=""044651909X""","=""9780446519090""","0","3.85","Warner Books Inc","Hardcover","340","2010","2010","","2022/10/12","to-read","to-read (#163)","to-read","","","","0","0"
"13530973","Antifragile: Things That Gain from Disorder","Nassim Nicholas Taleb","Taleb, Nassim Nicholas","","=""1400067820""","=""9781400067824""","0","4.1","Random House","Hardcover","426","2012","2012","","2022/10/10","to-read","to-read (#162)","to-read","","","","0","0"
"216363","The Man in the High Castle","Philip K. Dick","Dick, Philip K.","","=""0679740678""","=""9780679740674""","3","3.61","Vintage","Paperback","259","1992","1962","2022/09/30","2022/09/18","","","read","","","","1","0"
"29581","Foundation and Empire (Foundation, #2)","Isaac Asimov","Asimov, Isaac","","=""0553803727""","=""9780553803723""","3","4.22","Spectra Books","Hardcover","244","2004","1952","","2021/05/22","","","read","","","","1","0"
"1869","Nickel and Dimed: On (Not) Getting by in America","Barbara Ehrenreich","Ehrenreich, Barbara","","=""0805063897""","=""9780805063899""","0","3.64","Owl Books (Henry Holt)","Paperback","240","2002","2001","","2022/09/12","to-read","to-read (#161)","to-read","","","","0","0"
"45234","The Gun Seller","Hugh Laurie","Laurie, Hugh","","=""067102082X""","=""9780671020828""","3","3.67","Washington Square Press","Paperback","340","1998","1996","","2022/09/10","","","read","","","","1","0"
"55298364","A Children's Bible","Lydia Millet","Millet, Lydia","","=""0393867382""","=""9780393867381""","4","3.73","W. W. Norton  Company","Paperback","240","2021","2020","","2021/04/12","","","read","","","","1","0"
"453228","The Glass Teat","Harlan Ellison","Ellison, Harlan","","=""0441289886""","=""9780441289882""","0","4.16","Ace","Paperback","319","1983","1970","","2022/09/05","to-read","to-read (#160)","to-read","","","","0","0"
"4406","East of Eden","John Steinbeck","Steinbeck, John","","=""0142000655""","=""9780142000656""","4","4.4","Penguin Books","Paperback","601","2002","1952","2022/05/15","2021/05/15","","","read","","","","1","0"
"92057","The Autobiography of Malcolm X","Malcolm X","X, Malcolm","Alex Haley","=""""","=""""","0","4.35","Ballantine Books","Mass Market Paperback","527","2015","1965","","2020/12/13","currently-reading","currently-reading (#20)","currently-reading","","","","1","0"
"5732978","The Datacenter as a Computer: An Introduction to the Design of Warehouse-Scale Machines","Luiz André Barroso","Barroso, Luiz André","Urs Hölzle","=""159829556X""","=""9781598295566""","0","4.2","Morgan & Claypool","Paperback","107","2009","2009","","2021/10/06","currently-reading","currently-reading (#19)","currently-reading","","","","1","0"
"386372","Mort (Discworld, #4; Death, #1)","Terry Pratchett","Pratchett, Terry","","=""0061020680""","=""9780061020681""","0","4.24","Harpertorch","Mass Market Paperback","243","2001","1987","","2021/11/28","currently-reading","currently-reading (#18)","currently-reading","","","","1","0"
"53733106","No One Is Talking About This","Patricia Lockwood","Lockwood, Patricia","","=""0593189582""","=""9780593189580""","5","3.58","Riverhead Books","Hardcover","210","2021","2021","2022/08/16","2021/12/29","","","read","","","","1","0"
"56269264","The Dawn of Everything: A New History of Humanity","David Graeber","Graeber, David","David Wengrow","=""0374157359""","=""9780374157357""","0","4.21","Farrar, Straus and Giroux","Hardcover","692","2021","2021","","2021/11/01","currently-reading","currently-reading (#17)","currently-reading","","","","1","0"
"48816583","Container Security: Fundamental Technology Concepts That Protect Containerized Applications","Liz Rice","Rice, Liz","","=""1492056707""","=""9781492056706""","0","4.57","O'Reilly Media","Paperback","200","2020","","","2021/12/21","currently-reading","currently-reading (#16)","currently-reading","","","","1","0"
"53972214","When We Cease to Understand the World","Benjamín Labatut","Labatut, Benjamín","Adrian Nathan West","=""""","=""9781782276128""","5","4.15","Pushkin Press","Hardcover","192","2020","2019","2022/07/28","2022/07/28","","","read","","","","1","0"
"113934","The Goal: A Process of Ongoing Improvement","Eliyahu M. Goldratt","Goldratt, Eliyahu M.","Jeff Cox","=""0884271781""","=""9780884271789""","4","4.07","North River Press","Paperback","384","2004","1984","2022/08/04","2021/10/26","","","read","","","","1","0"
"17374825","Operating Systems: Three Easy Pieces","Remzi H. Arpaci-Dusseau","Arpaci-Dusseau, Remzi H.","Andrea C. Arpaci-Dusseau","=""""","=""9781105979125""","5","4.69","Arpaci-Dusseau Books","Paperback","686","2012","2012","2022/08/02","2022/07/27","","","read","","","","1","0"
"829182","Computer Systems: A Programmer's Perspective","Randal E. Bryant","Bryant, Randal E.","David R. O'Hallaron","=""013034074X""","=""9780130340740""","5","4.45","Prentice Hall","Hardcover","978","2002","2002","2022/07/27","2022/07/27","","","read","","","","1","0"
"478","Bowling Alone: The Collapse and Revival of American Community","Robert D. Putnam","Putnam, Robert D.","","=""0743203046""","=""9780743203043""","0","3.83","Simon  Schuster","Paperback","544","2001","2000","","2022/07/21","to-read","to-read (#159)","to-read","","","","0","0"
"25008661","The Rust Programming Language","Steve Klabnik","Klabnik, Steve","","=""""","=""""","4","4.47","Mozilla Research","ebook","347","","","2022/07/13","2022/07/13","","","read","","","","1","0"
"89158","Expert Political Judgment: How Good Is It? How Can We Know?","Philip E. Tetlock","Tetlock, Philip E.","","=""0691128715""","=""9780691128719""","0","4.01","Princeton University Press","Paperback","344","2006","2005","","2022/07/11","to-read","to-read (#158)","to-read","","","","0","0"
"840","The Design of Everyday Things","Donald A. Norman","Norman, Donald A.","","=""0465067107""","=""9780465067107""","4","4.16","Basic Books","Paperback","240","2002","1988","2022/06/25","2022/01/13","","","read","","","","1","0"
"51686708","How to Blow Up a Pipeline","Andreas Malm","Malm, Andreas","","=""1839760257""","=""9781839760259""","4","4.01","Verso Books","Paperback","208","2021","2021","2022/06/12","2022/06/12","","","read","","","","1","0"
"58437521","The Candy House","Jennifer Egan","Egan, Jennifer","","=""1476716765""","=""9781476716763""","4","3.7","Scribner","Hardcover","334","2022","2022","2022/05/28","2022/05/28","","","read","","","","1","0"
"310612","A Confederacy of Dunces","John Kennedy Toole","Toole, John Kennedy","Walker Percy","=""0802130208""","=""9780802130204""","0","3.88","Grove Press","Paperback","394","1994","1980","","2022/05/28","to-read","to-read (#157)","to-read","","","","0","0"
"58661468","Crafting Interpreters","Robert Nystrom","Nystrom, Robert","","=""0990582930""","=""9780990582939""","5","4.71","Genever Benning ","Paperback","865","2021","2021","2022/05/07","2022/05/07","","","read","","","","1","0"
"15796908","Little Women","Louisa May Alcott","Alcott, Louisa May","","=""0099572966""","=""9780099572961""","4","4.03","Vintage Classics","Paperback","417","2012","1869","","2021/04/16","","","read","","","","1","0"
"169354","The Prize: The Epic Quest for Oil, Money, and Power","Daniel Yergin","Yergin, Daniel","","=""0671799320""","=""9780671799328""","0","4.43","Free Press","Paperback","885","1993","1991","","2022/04/03","to-read","to-read (#156)","to-read","","","","0","0"
"36448501","The Bitcoin Standard: The Decentralized Alternative to Central Banking","Saifedean Ammous","Ammous, Saifedean","","=""1119473861""","=""9781119473862""","0","4.16","Wiley","Hardcover","304","2018","2018","","2022/03/13","to-read","to-read (#155)","to-read","","","","0","0"
"1753248","Data and Reality","William Kent","Kent, William","","=""1585009709""","=""9781585009701""","0","3.98","Authorhouse","Paperback","","","1978","","2022/02/07","to-read","to-read (#154)","to-read","","","","0","0"
"27220736","Shoe Dog: A Memoir by the Creator of Nike","Phil Knight","Knight, Phil","","=""1501135910""","=""9781501135910""","0","4.47","Scribner","Hardcover","400","2016","2016","","2022/02/07","to-read","to-read (#153)","to-read","","","","0","0"
"6713575","Coders at Work: Reflections on the Craft of Programming","Peter Seibel","Seibel, Peter","","=""1430219483""","=""9781430219484""","4","3.95","Apress","Paperback","632","2009","2009","2022/02/04","2021/10/10","","","read","","","","1","0"
"61329","Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers","Geoffrey A. Moore","Moore, Geoffrey A.","Regis McKenna","=""0060517123""","=""9780060517120""","3","4.01","HarperBusiness","Paperback","211","2006","2006","","2020/11/25","","","read","","","","1","0"
"51192053","API Design Patterns","JJ Geewax","Geewax, JJ","","=""161729585X""","=""9781617295850""","4","3.75","Manning Publications","Paperback","480","2020","","2022/01/24","2022/01/24","","","read","","","","2","0"
"127932","Java Concurrency in Practice","Brian Goetz","Goetz, Brian","Tim Peierls, Joshua Bloch, Joseph Bowbeer, David         Holmes, Doug Lea","=""0321349601""","=""9780321349606""","0","4.47","Addison-Wesley Professional","Paperback","403","2006","2005","","2022/01/13","to-read","to-read (#152)","to-read","","","","0","0"
"39996759","A Philosophy of Software Design","John Ousterhout","Ousterhout, John","","=""1732102201""","=""9781732102200""","0","4.19","Yaknyam Press","Paperback","190","2018","2018","","2022/01/11","to-read","to-read (#151)","to-read","","","","0","0"
"101869","The Atrocity Archives (Laundry Files, #1)","Charles Stross","Stross, Charles","","=""0441013651""","=""9780441013654""","0","3.9","Ace","Paperback","345","2006","2004","","2022/01/10","to-read","to-read (#150)","to-read","","","","0","0"
"17863","Accelerando","Charles Stross","Stross, Charles","","=""0441014151""","=""9780441014156""","0","3.88","Ace Books","Mass Market Paperback","415","2006","2005","","2022/01/10","to-read","to-read (#149)","to-read","","","","0","0"
"56829","Hackers: Heroes of the Computer Revolution","Steven Levy","Levy, Steven","","=""0141000511""","=""9780141000510""","0","4.15","Penguin Books","Paperback","464","2001","1984","","2021/01/02","currently-reading","currently-reading (#15)","currently-reading","","","","1","0"
"4631","A Moveable Feast","Ernest Hemingway","Hemingway, Ernest","James Naughton","=""""","=""""","4","4.03","Vintage","Paperback","192","2012","1964","2022/01/05","2020/12/28","","","read","","","","1","0"
"25023957","T-SQL Querying","Itzik Ben-Gan","Ben-Gan, Itzik","Adam Machanic, Dejan Sarka, Kevin Farlee","=""""","=""""","0","4.74","Microsoft Press","Kindle Edition","861","2015","2015","","2022/01/03","to-read","to-read (#148)","to-read","","","","0","0"
"57880116","The Contrarian: Peter Thiel and Silicon Valley's Pursuit of Power","Max Chafkin","Chafkin, Max","","=""""","=""""","0","3.57","","Kindle Edition","","2021","2021","","2022/01/02","to-read","to-read (#147)","to-read","","","","0","0"
"5128","The Doors of Perception / Heaven and Hell","Aldous Huxley","Huxley, Aldous","","=""0060595183""","=""9780060595180""","0","3.93","Harper Perennial Modern Classics","Paperback","187","2004","1956","","2022/01/02","currently-reading","currently-reading (#14)","currently-reading","","","","1","0"
"75406","The Breaks of the Game","David Halberstam","Halberstam, David","","=""0345296257""","=""9780345296252""","0","4.2","Ballantine Books","Mass Market Paperback","467","1983","1981","","2022/01/01","to-read","to-read (#146)","to-read","","","","0","0"
"4452257","The Book of Basketball: The NBA According to The Sports Guy","Bill Simmons","Simmons, Bill","","=""034551176X""","=""9780345511768""","0","4.19","ESPN","Hardcover","736","2009","2009","","2022/01/01","to-read","to-read (#145)","to-read","","","","0","0"
"18453086","Michael Jordan: The Life","Roland Lazenby","Lazenby, Roland","","=""0316194778""","=""9780316194778""","0","4.31","Little, Brown and Company","Hardcover","720","2014","2014","","2022/01/01","to-read","to-read (#144)","to-read","","","","0","0"
"246468","The Jordan Rules: The Inside Story of One Turbulent Season with Michael Jordan and the Chicago Bulls","Sam  Smith","Smith, Sam","Doug Grud","=""0671796666""","=""9780671796662""","0","4.25","Pocket Books","Paperback","384","1993","1992","","2022/01/01","to-read","to-read (#143)","to-read","","","","0","0"
"75408","Playing for Keeps: Michael Jordan and the World He Made","David Halberstam","Halberstam, David","","=""0767904443""","=""9780767904445""","0","4.27","Crown Publishing Group (NY)","Paperback","448","2000","1999","","2022/01/01","to-read","to-read (#142)","to-read","","","","0","0"
"16158522","Eleven Rings: The Soul of Success","Phil Jackson","Jackson, Phil","Hugh Delehanty, Margarita Cavándoli","=""1611761670""","=""9781611761672""","0","4.17","Penguin Audio","Audio CD","","2013","2013","","2022/01/01","to-read","to-read (#141)","to-read","","","","0","0"
"17255186","The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win","Gene Kim","Kim, Gene","Kevin Behr, George Spafford","=""0988262592""","=""9780988262591""","3","4.27","IT Revolution Press","Hardcover","345","2013","2013","2022/01/01","2021/10/26","","","read","","","","1","0"
"56404444","Bewilderment","Richard Powers","Powers, Richard","","=""0393881148""","=""9780393881141""","0","3.95","W. W. Norton Company","Hardcover","278","2021","2021","","2021/12/29","to-read","to-read (#140)","to-read","","","","0","0"
"13642","A Wizard of Earthsea (Earthsea Cycle, #1)","Ursula K. Le Guin","Guin, Ursula K. Le","","=""0553383043""","=""9780553383041""","0","4.01","","Paperback","183","2004","1968","","2021/12/27","to-read","to-read (#139)","to-read","","","","0","0"
